0 6 1 9 7 8 4 5 3 10 2 	8	171.74	77.47	26.02	93.29	368.52	false
0 6 1 9 7 8 4 2 3 5 10 	8	207.23	94.92	44.60	49.45	396.20	false
0 6 1 9 7 8 5 10 4 3 2 	8	186.83	77.47	20.00	83.07	367.37	false
0 6 1 9 7 8 5 4 10 3 2 	8	181.33	77.47	20.00	93.29	372.08	false
0 6 1 9 7 8 5 3 4 10 2 	8	205.20	77.47	23.43	76.00	382.09	false
0 6 1 9 7 8 5 2 4 3 10 	8	205.41	86.35	56.00	43.43	391.19	false
0 6 1 9 7 8 2 10 4 5 3 	8	242.43	86.35	20.00	47.59	396.38	false
0 6 1 9 7 8 2 4 10 5 3 	8	228.57	94.92	20.00	49.45	392.94	false
0 6 1 9 7 8 2 5 4 10 3 	8	217.17	86.35	20.52	43.43	367.47	false
0 6 1 9 7 8 2 3 4 5 10 	8	255.60	86.35	23.43	40.52	405.90	false
0 6 1 9 7 3 8 10 4 5 2 	6	167.59	63.56	23.43	108.55	363.13	false
0 6 1 9 7 10 3 8 4 5 2 	6	168.74	63.56	20.00	115.62	367.92	false
0 6 1 9 7 4 3 10 8 5 2 	6	148.83	63.56	20.00	127.06	359.45	false
0 6 1 9 7 5 3 10 4 8 2 	6	160.42	63.56	20.52	111.64	356.14	false
0 6 1 9 7 2 3 10 4 5 8 	6	171.17	63.56	44.60	87.38	366.71	false
0 6 1 9 8 7 3 10 4 5 2 	5	127.10	59.94	5.39	134.97	327.39	true
0 6 1 9 8 7 3 10 4 5 2 	6	132.48	77.47	26.42	108.55	344.91	true
0 6 1 9 8 7 3 10 4 5 2 	8	201.09	77.47	20.00	65.12	363.67	false
0 6 1 9 8 7 3 4 10 5 2 	8	204.73	77.47	20.00	70.62	372.82	false
0 6 1 9 8 7 3 5 4 10 2 	8	222.04	77.47	20.52	76.00	396.03	false
0 6 1 9 8 7 3 2 4 5 10 	8	260.68	86.35	44.60	40.52	432.15	false
0 6 1 9 8 7 10 3 4 5 2 	8	202.24	77.47	27.07	65.12	371.89	false
0 6 1 9 8 7 10 4 3 5 2 	8	198.81	77.47	20.52	88.98	385.77	false
0 6 1 9 8 7 10 5 4 3 2 	8	204.83	77.47	20.52	83.07	385.88	false
0 6 1 9 8 7 10 2 4 5 3 	8	248.66	86.35	44.60	47.59	427.21	false
0 6 1 9 8 7 4 10 3 5 2 	8	178.90	77.47	23.43	88.98	368.78	false
0 6 1 9 8 7 4 3 10 5 2 	8	185.98	77.47	23.43	70.62	357.49	false
0 6 1 9 8 7 4 5 3 10 2 	8	179.42	77.47	26.02	93.29	376.19	false
0 6 1 9 8 7 4 2 3 5 10 	8	214.90	94.92	44.60	49.45	403.87	false
0 6 1 9 8 7 5 10 4 3 2 	8	196.51	77.47	20.00	83.07	377.05	false
0 6 1 9 8 7 5 4 10 3 2 	8	191.01	77.47	20.00	93.29	381.77	false
0 6 1 9 8 7 5 3 4 10 2 	8	214.88	77.47	23.43	76.00	391.78	false
0 6 1 9 8 7 5 2 4 3 10 	8	215.09	86.35	56.00	43.43	400.88	false
0 6 1 9 8 7 2 10 4 5 3 	8	251.10	86.35	20.00	47.59	405.05	false
0 6 1 9 8 7 2 4 10 5 3 	8	237.25	94.92	20.00	49.45	401.62	false
0 6 1 9 8 7 2 5 4 10 3 	8	225.84	86.35	20.52	43.43	376.15	false
0 6 1 9 8 7 2 3 4 5 10 	8	264.27	86.35	23.43	40.52	414.57	false
0 6 1 9 8 3 7 10 4 5 2 	6	172.04	59.94	23.43	111.54	366.95	false
0 6 1 9 8 10 3 7 4 5 2 	6	170.51	59.94	20.00	118.61	369.06	false
0 6 1 9 8 4 3 10 7 5 2 	6	150.53	59.94	20.00	132.06	362.53	false
0 6 1 9 8 5 3 10 4 7 2 	6	160.11	59.94	20.52	118.62	359.19	false
0 6 1 9 8 2 3 10 4 5 7 	6	171.87	59.94	44.60	90.37	366.78	false
0 6 1 9 3 8 7 10 4 5 2 	5	141.83	59.94	23.43	113.93	339.13	true
0 6 1 9 3 8 7 10 4 5 2 	6	186.77	59.94	5.39	111.54	363.63	false
0 6 1 9 3 7 8 10 4 5 2 	6	187.00	63.56	5.39	108.55	364.50	false
0 6 1 9 3 10 7 8 4 5 2 	6	165.26	59.94	20.00	93.93	339.13	true
0 6 1 9 3 10 7 8 4 5 2 	8	216.97	77.47	23.43	65.12	382.98	false
0 6 1 9 3 10 7 4 8 5 2 	8	238.00	63.56	20.52	77.61	399.69	false
0 6 1 9 3 10 7 5 4 8 2 	8	249.59	63.56	20.52	68.21	401.88	false
0 6 1 9 3 10 7 2 4 5 8 	8	260.35	63.56	44.60	43.95	412.45	false
0 6 1 9 3 10 8 7 4 5 2 	8	214.06	77.47	26.42	65.12	383.06	false
0 6 1 9 3 10 8 4 7 5 2 	8	232.10	59.94	20.52	82.61	395.18	false
0 6 1 9 3 10 8 5 4 7 2 	8	241.69	59.94	20.52	75.18	397.33	false
0 6 1 9 3 10 8 2 4 5 7 	8	253.45	59.94	44.60	46.94	404.93	false
0 6 1 9 3 10 4 8 7 5 2 	8	208.69	59.94	5.39	82.61	356.63	false
0 6 1 9 3 10 4 7 8 5 2 	8	211.68	63.56	5.39	77.61	358.24	false
0 6 1 9 3 10 4 5 7 8 2 	8	205.77	59.94	33.02	50.16	348.89	true
0 6 1 9 3 10 4 5 7 8 2 	9	243.79	63.56	5.39	44.78	357.51	false
0 6 1 9 3 10 4 5 8 7 2 	9	238.79	59.94	5.39	48.76	352.88	false
0 6 1 9 3 10 4 5 2 8 7 	9	250.37	59.94	44.78	5.39	360.48	false
0 6 1 9 3 10 4 2 7 5 8 	8	241.26	59.94	44.60	38.40	384.20	false
0 6 1 9 3 10 5 8 4 7 2 	8	224.29	59.94	5.39	75.18	364.80	false
0 6 1 9 3 10 5 4 8 7 2 	8	211.79	59.94	23.43	50.16	345.33	true
0 6 1 9 3 10 5 4 8 7 2 	9	235.22	59.94	5.39	48.76	349.32	true
0 6 1 9 3 10 5 4 8 7 2 	10	240.61	77.47	48.76	0.00	366.84	false
0 6 1 9 3 10 5 4 8 2 7 	10	280.00	59.94	48.76	0.00	388.71	false
0 6 1 9 3 10 5 4 7 8 2 	9	238.21	63.56	5.39	44.78	351.94	false
0 6 1 9 3 10 5 4 2 7 8 	9	267.79	59.94	44.78	5.39	377.90	false
0 6 1 9 3 10 5 7 4 8 2 	8	229.29	63.56	5.39	68.21	366.44	false
0 6 1 9 3 10 5 2 4 7 8 	8	235.87	59.94	44.78	28.82	369.41	false
0 6 1 9 3 10 2 8 4 5 7 	8	279.89	59.94	5.39	46.94	392.16	false
0 6 1 9 3 10 2 4 8 5 7 	8	291.11	59.94	20.52	38.40	409.97	false
0 6 1 9 3 10 2 5 4 8 7 	8	279.71	59.94	20.52	28.82	388.99	false
0 6 1 9 3 10 2 7 4 5 8 	8	283.88	63.56	5.39	43.95	396.77	false
0 6 1 9 3 4 7 10 8 5 2 	6	168.90	59.94	20.00	109.02	357.86	false
0 6 1 9 3 5 7 10 4 8 2 	6	186.21	59.94	20.52	93.59	360.26	false
0 6 1 9 3 2 7 10 4 5 8 	6	224.85	59.94	44.60	69.33	398.72	false
0 6 1 9 10 8 3 7 4 5 2 	5	153.23	59.94	20.00	121.01	354.17	false
0 6 1 9 4 8 3 10 7 5 2 	5	136.83	59.94	20.00	132.45	349.22	true
0 6 1 9 4 8 3 10 7 5 2 	6	160.26	59.94	5.39	132.06	357.65	false
0 6 1 9 4 3 8 10 7 5 2 	6	163.90	59.94	23.43	109.02	356.29	false
0 6 1 9 4 10 3 8 7 5 2 	6	156.83	59.94	23.43	127.38	367.58	false
0 6 1 9 4 7 3 10 8 5 2 	6	163.25	63.56	5.39	127.06	359.26	false
0 6 1 9 4 5 3 10 7 8 2 	6	157.35	59.94	26.02	117.01	360.32	false
0 6 1 9 4 2 3 10 7 5 8 	6	192.83	59.94	44.60	87.85	385.22	false
0 6 1 9 5 8 3 10 4 7 2 	5	154.74	59.94	20.52	117.02	352.23	false
0 6 1 9 2 8 3 10 4 5 7 	5	171.06	59.94	44.60	92.76	368.37	false
0 6 1 7 9 8 3 10 4 5 2 	4	86.48	60.88	5.39	157.47	310.21	true
0 6 1 7 9 8 3 10 4 5 2 	5	107.29	63.56	25.50	131.98	328.32	true
0 6 1 7 9 8 3 10 4 5 2 	6	132.78	77.47	23.43	108.55	342.23	true
0 6 1 7 9 8 3 10 4 5 2 	8	201.16	77.47	20.00	65.12	363.74	false
0 6 1 7 9 8 3 4 10 5 2 	8	204.80	77.47	20.00	70.62	372.89	false
0 6 1 7 9 8 3 5 4 10 2 	8	222.11	77.47	20.52	76.00	396.10	false
0 6 1 7 9 8 3 2 4 5 10 	8	260.75	86.35	44.60	40.52	432.22	false
0 6 1 7 9 8 10 3 4 5 2 	8	199.63	77.47	27.07	65.12	369.29	false
0 6 1 7 9 8 10 4 3 5 2 	8	196.20	77.47	20.52	88.98	383.17	false
0 6 1 7 9 8 10 5 4 3 2 	8	202.22	77.47	20.52	83.07	383.28	false
0 6 1 7 9 8 10 2 4 5 3 	8	246.06	86.35	44.60	47.59	424.60	false
0 6 1 7 9 8 4 10 3 5 2 	8	176.21	77.47	23.43	88.98	366.09	false
0 6 1 7 9 8 4 3 10 5 2 	8	183.29	77.47	23.43	70.62	354.80	false
0 6 1 7 9 8 4 5 3 10 2 	8	176.73	77.47	26.02	93.29	373.51	false
0 6 1 7 9 8 4 2 3 5 10 	8	212.21	94.92	44.60	49.45	401.18	false
0 6 1 7 9 8 5 10 4 3 2 	8	191.82	77.47	20.00	83.07	372.36	false
0 6 1 7 9 8 5 4 10 3 2 	8	186.32	77.47	20.00	93.29	377.07	false
0 6 1 7 9 8 5 3 4 10 2 	8	210.18	77.47	23.43	76.00	387.08	false
0 6 1 7 9 8 5 2 4 3 10 	8	210.40	86.35	56.00	43.43	396.18	false
0 6 1 7 9 8 2 10 4 5 3 	8	247.42	86.35	20.00	47.59	401.36	false
0 6 1 7 9 8 2 4 10 5 3 	8	233.56	94.92	20.00	49.45	397.93	false
0 6 1 7 9 8 2 5 4 10 3 	8	222.16	86.35	20.52	43.43	372.46	false
0 6 1 7 9 8 2 3 4 5 10 	8	260.58	86.35	23.43	40.52	410.89	false
0 6 1 7 9 3 8 10 4 5 2 	6	147.51	63.56	23.43	108.55	343.05	true
0 6 1 7 9 3 8 10 4 5 2 	8	235.87	77.47	20.00	65.12	398.46	false
0 6 1 7 9 3 8 4 10 5 2 	8	215.89	77.47	20.00	70.62	383.97	false
0 6 1 7 9 3 8 5 4 10 2 	8	225.47	77.47	20.52	76.00	399.46	false
0 6 1 7 9 3 8 2 4 5 10 	8	237.23	86.35	44.60	40.52	408.70	false
0 6 1 7 9 3 10 8 4 5 2 	8	214.36	77.47	23.43	65.12	380.37	false
0 6 1 7 9 3 10 4 8 5 2 	8	190.94	63.56	20.52	77.61	352.64	false
0 6 1 7 9 3 10 5 4 8 2 	8	196.96	63.56	20.52	68.21	349.25	true
0 6 1 7 9 3 10 5 4 8 2 	9	217.48	63.56	23.43	44.78	349.25	true
0 6 1 7 9 3 10 5 4 8 2 	10	240.91	77.47	44.78	0.00	363.16	false
0 6 1 7 9 3 10 5 4 2 8 	10	273.48	63.56	44.78	0.00	381.82	false
0 6 1 7 9 3 10 5 8 4 2 	9	229.98	77.47	23.43	56.00	386.87	false
0 6 1 7 9 3 10 5 2 8 4 	9	241.56	63.56	44.78	23.43	373.33	false
0 6 1 7 9 3 10 2 4 5 8 	8	240.80	63.56	44.60	43.95	392.91	false
0 6 1 7 9 3 4 10 8 5 2 	8	194.59	63.56	26.02	77.61	361.78	false
0 6 1 7 9 3 4 8 10 5 2 	8	198.02	77.47	33.02	70.62	379.12	false
0 6 1 7 9 3 4 5 8 10 2 	8	195.10	63.56	26.02	88.19	372.88	false
0 6 1 7 9 3 4 2 8 5 10 	8	230.59	63.56	44.60	59.03	397.78	false
0 6 1 7 9 3 5 10 4 8 2 	8	217.92	63.56	20.00	68.21	369.69	false
0 6 1 7 9 3 5 4 10 8 2 	8	212.42	63.56	20.00	88.19	384.17	false
0 6 1 7 9 3 5 8 4 10 2 	8	224.91	77.47	23.43	76.00	401.81	false
0 6 1 7 9 3 5 2 4 8 10 	8	236.50	63.56	44.78	43.43	388.26	false
0 6 1 7 9 3 2 10 4 5 8 	8	300.39	63.56	20.00	43.95	427.90	false
0 6 1 7 9 3 2 4 10 5 8 	8	286.54	63.56	20.00	59.03	429.13	false
0 6 1 7 9 3 2 5 4 10 8 	8	275.14	63.56	20.52	43.43	402.65	false
0 6 1 7 9 3 2 8 4 5 10 	8	275.31	86.35	23.43	40.52	425.62	false
0 6 1 7 9 10 3 8 4 5 2 	6	158.91	63.56	20.00	115.62	358.09	false
0 6 1 7 9 4 3 10 8 5 2 	6	142.52	63.56	20.00	127.06	353.14	false
0 6 1 7 9 5 3 10 4 8 2 	6	160.43	63.56	20.52	111.64	356.15	false
0 6 1 7 9 2 3 10 4 5 8 	6	176.75	63.56	44.60	87.38	372.29	false
0 6 1 7 8 9 3 10 4 5 2 	5	91.86	60.88	23.43	143.78	319.95	true
0 6 1 7 8 9 3 10 4 5 2 	6	117.36	77.47	35.23	108.55	338.60	true
0 6 1 7 8 9 3 10 4 5 2 	8	181.02	77.47	20.00	65.12	343.60	true
0 6 1 7 8 9 3 10 4 5 2 	9	201.02	77.47	20.52	44.60	343.60	true
0 6 1 7 8 9 3 10 4 5 2 	10	221.53	77.47	44.60	0.00	343.60	true
0 6 1 7 8 9 3 10 4 2 5 	10	257.02	94.92	44.60	0.00	396.53	false
0 6 1 7 8 9 3 10 5 4 2 	9	207.03	77.47	20.52	56.00	361.02	false
0 6 1 7 8 9 3 10 2 5 4 	9	250.87	86.35	44.60	20.52	402.34	false
0 6 1 7 8 9 3 4 10 5 2 	8	184.66	77.47	20.00	70.62	352.74	false
0 6 1 7 8 9 3 5 4 10 2 	8	201.97	77.47	20.52	76.00	375.95	false
0 6 1 7 8 9 3 2 4 5 10 	8	240.61	86.35	44.60	40.52	412.08	false
0 6 1 7 8 9 10 3 4 5 2 	8	192.41	77.47	27.07	65.12	362.07	false
0 6 1 7 8 9 10 4 3 5 2 	8	188.98	77.47	20.52	88.98	375.95	false
0 6 1 7 8 9 10 5 4 3 2 	8	195.00	77.47	20.52	83.07	376.06	false
0 6 1 7 8 9 10 2 4 5 3 	8	238.84	86.35	44.60	47.59	417.38	false
0 6 1 7 8 9 4 10 3 5 2 	8	172.59	77.47	23.43	88.98	362.47	false
0 6 1 7 8 9 4 3 10 5 2 	8	179.66	77.47	23.43	70.62	351.18	false
0 6 1 7 8 9 4 5 3 10 2 	8	173.11	77.47	26.02	93.29	369.88	false
0 6 1 7 8 9 4 2 3 5 10 	8	208.59	94.92	44.60	49.45	397.56	false
0 6 1 7 8 9 5 10 4 3 2 	8	196.52	77.47	20.00	83.07	377.06	false
0 6 1 7 8 9 5 4 10 3 2 	8	191.02	77.47	20.00	93.29	381.77	false
0 6 1 7 8 9 5 3 4 10 2 	8	214.89	77.47	23.43	76.00	391.78	false
0 6 1 7 8 9 5 2 4 3 10 	8	215.10	86.35	56.00	43.43	400.88	false
0 6 1 7 8 9 2 10 4 5 3 	8	256.68	86.35	20.00	47.59	410.63	false
0 6 1 7 8 9 2 4 10 5 3 	8	242.82	94.92	20.00	49.45	407.19	false
0 6 1 7 8 9 2 5 4 10 3 	8	231.42	86.35	20.52	43.43	381.72	false
0 6 1 7 8 9 2 3 4 5 10 	8	269.85	86.35	23.43	40.52	420.15	false
0 6 1 7 8 3 9 10 4 5 2 	6	136.81	60.88	23.43	120.34	341.46	true
0 6 1 7 8 3 9 10 4 5 2 	8	228.66	77.47	20.00	65.12	391.24	false
0 6 1 7 8 3 9 4 10 5 2 	8	212.26	77.47	20.00	70.62	380.35	false
0 6 1 7 8 3 9 5 4 10 2 	8	230.17	77.47	20.52	76.00	404.16	false
0 6 1 7 8 3 9 2 4 5 10 	8	246.50	86.35	44.60	40.52	417.97	false
0 6 1 7 8 3 10 9 4 5 2 	8	211.86	77.47	35.23	65.12	389.67	false
0 6 1 7 8 3 10 4 9 5 2 	8	180.24	60.88	20.52	97.74	359.37	false
0 6 1 7 8 3 10 5 4 9 2 	8	186.26	60.88	20.52	91.23	358.88	false
0 6 1 7 8 3 10 2 4 5 9 	8	230.10	60.88	44.60	55.75	391.32	false
0 6 1 7 8 3 4 10 9 5 2 	8	183.88	60.88	26.02	97.74	368.52	false
0 6 1 7 8 3 4 9 10 5 2 	8	199.11	77.47	51.62	70.62	398.82	false
0 6 1 7 8 3 4 5 9 10 2 	8	184.40	60.88	26.02	121.09	392.38	false
0 6 1 7 8 3 4 2 9 5 10 	8	219.88	60.88	44.60	77.64	403.00	false
0 6 1 7 8 3 5 10 4 9 2 	8	207.21	60.88	20.00	91.23	379.32	false
0 6 1 7 8 3 5 4 10 9 2 	8	201.71	60.88	20.00	121.09	403.68	false
0 6 1 7 8 3 5 9 4 10 2 	8	234.34	77.47	35.23	76.00	423.03	false
0 6 1 7 8 3 5 2 4 9 10 	8	225.79	60.88	56.00	55.23	397.90	false
0 6 1 7 8 3 2 10 4 5 9 	8	289.69	60.88	20.00	55.75	426.31	false
0 6 1 7 8 3 2 4 10 5 9 	8	275.83	60.88	20.00	77.64	434.35	false
0 6 1 7 8 3 2 5 4 10 9 	8	264.43	60.88	20.52	55.23	401.05	false
0 6 1 7 8 3 2 9 4 5 10 	8	289.30	86.35	35.23	40.52	451.40	false
0 6 1 7 8 10 3 9 4 5 2 	6	135.28	60.88	20.00	127.42	343.58	true
0 6 1 7 8 10 3 9 4 5 2 	8	198.94	77.47	35.23	65.12	376.75	false
0 6 1 7 8 10 3 4 9 5 2 	8	185.79	60.88	20.52	97.74	364.92	false
0 6 1 7 8 10 3 5 4 9 2 	8	203.10	60.88	20.52	91.23	375.72	false
0 6 1 7 8 10 3 2 4 5 9 	8	241.74	60.88	44.60	55.75	402.96	false
0 6 1 7 8 10 9 3 4 5 2 	8	227.13	77.47	27.07	65.12	396.79	false
0 6 1 7 8 10 9 4 3 5 2 	8	222.13	77.47	20.52	88.98	409.10	false
0 6 1 7 8 10 9 5 4 3 2 	8	240.05	77.47	20.52	83.07	421.10	false
0 6 1 7 8 10 9 2 4 5 3 	8	256.37	86.35	44.60	47.59	434.91	false
0 6 1 7 8 10 4 9 3 5 2 	8	190.51	77.47	40.22	88.98	397.18	false
0 6 1 7 8 10 4 3 9 5 2 	8	182.36	60.88	40.22	97.74	381.20	false
0 6 1 7 8 10 4 5 3 9 2 	8	175.80	60.88	44.38	109.69	390.75	false
0 6 1 7 8 10 4 2 3 5 9 	8	211.28	60.88	44.60	84.61	401.37	false
0 6 1 7 8 10 5 9 4 3 2 	8	214.44	77.47	35.23	83.07	410.21	false
0 6 1 7 8 10 5 4 9 3 2 	8	181.82	60.88	27.07	109.69	379.46	false
0 6 1 7 8 10 5 3 4 9 2 	8	205.69	60.88	27.07	91.23	384.86	false
0 6 1 7 8 10 5 2 4 3 9 	8	205.90	60.88	56.00	62.30	385.08	false
0 6 1 7 8 10 2 9 4 5 3 	8	274.60	86.35	35.23	47.59	443.77	false
0 6 1 7 8 10 2 4 9 5 3 	8	261.14	60.88	20.52	84.61	427.14	false
0 6 1 7 8 10 2 5 4 9 3 	8	249.74	60.88	20.52	62.30	393.43	false
0 6 1 7 8 10 2 3 4 5 9 	8	288.16	60.88	27.07	55.75	431.86	false
0 6 1 7 8 4 3 10 9 5 2 	6	115.30	60.88	20.00	134.27	330.45	true
0 6 1 7 8 4 3 10 9 5 2 	8	165.80	60.88	26.02	97.74	350.44	false
0 6 1 7 8 4 3 9 10 5 2 	8	182.59	77.47	51.62	70.62	382.30	false
0 6 1 7 8 4 3 5 9 10 2 	8	186.75	60.88	26.02	121.09	394.74	false
0 6 1 7 8 4 3 2 9 5 10 	8	225.39	60.88	44.60	77.64	408.51	false
0 6 1 7 8 4 10 3 9 5 2 	8	158.73	60.88	40.22	97.74	357.57	false
0 6 1 7 8 4 10 9 3 5 2 	8	186.92	77.47	40.22	88.98	393.59	false
0 6 1 7 8 4 10 5 9 3 2 	8	161.31	60.88	44.38	109.69	376.26	false
0 6 1 7 8 4 10 2 9 5 3 	8	205.15	60.88	44.60	84.61	395.24	false
0 6 1 7 8 4 9 10 3 5 2 	8	202.15	77.47	23.43	88.98	392.03	false
0 6 1 7 8 4 9 3 10 5 2 	8	190.75	77.47	23.43	70.62	362.26	false
0 6 1 7 8 4 9 5 3 10 2 	8	203.66	77.47	26.02	93.29	400.44	false
0 6 1 7 8 4 9 2 3 5 10 	8	219.99	94.92	44.60	49.45	408.95	false
0 6 1 7 8 4 5 10 9 3 2 	8	161.83	60.88	23.43	109.69	355.83	false
0 6 1 7 8 4 5 9 10 3 2 	8	188.96	77.47	40.22	93.29	399.93	false
0 6 1 7 8 4 5 3 9 10 2 	8	180.20	60.88	23.43	121.09	385.59	false
0 6 1 7 8 4 5 2 9 3 10 	8	180.41	60.88	69.46	63.66	374.41	false
0 6 1 7 8 4 2 10 9 5 3 	8	241.15	60.88	23.43	84.61	410.07	false
0 6 1 7 8 4 2 9 10 5 3 	8	240.76	94.92	40.22	49.45	425.35	false
0 6 1 7 8 4 2 5 9 10 3 	8	215.89	60.88	26.02	63.66	366.45	false
0 6 1 7 8 4 2 3 9 5 10 	8	254.32	60.88	23.43	77.64	416.27	false
0 6 1 7 8 5 3 10 4 9 2 	6	124.88	60.88	20.52	134.66	340.93	true
0 6 1 7 8 5 3 10 4 9 2 	8	192.70	60.88	20.00	91.23	364.80	false
0 6 1 7 8 5 3 4 10 9 2 	8	196.34	60.88	20.00	121.09	398.30	false
0 6 1 7 8 5 3 9 4 10 2 	8	209.49	77.47	35.23	76.00	398.18	false
0 6 1 7 8 5 3 2 4 9 10 	8	252.29	60.88	56.00	55.23	424.39	false
0 6 1 7 8 5 10 3 4 9 2 	8	174.33	60.88	27.07	91.23	353.51	false
0 6 1 7 8 5 10 4 3 9 2 	8	170.90	60.88	27.07	109.69	368.54	false
0 6 1 7 8 5 10 9 4 3 2 	8	202.52	77.47	35.23	83.07	398.29	false
0 6 1 7 8 5 10 2 4 9 3 	8	220.76	60.88	56.00	62.30	399.93	false
0 6 1 7 8 5 4 10 3 9 2 	8	165.40	60.88	23.43	109.69	359.39	false
0 6 1 7 8 5 4 3 10 9 2 	8	172.47	60.88	23.43	121.09	377.87	false
0 6 1 7 8 5 4 9 3 10 2 	8	180.63	77.47	40.22	93.29	391.60	false
0 6 1 7 8 5 4 2 3 9 10 	8	201.40	60.88	69.46	63.66	395.39	false
0 6 1 7 8 5 9 10 4 3 2 	8	229.64	77.47	20.00	83.07	410.19	false
0 6 1 7 8 5 9 4 10 3 2 	8	213.25	77.47	20.00	93.29	404.00	false
0 6 1 7 8 5 9 3 4 10 2 	8	218.25	77.47	23.43	76.00	395.14	false
0 6 1 7 8 5 9 2 4 3 10 	8	247.48	86.35	56.00	43.43	433.27	false
0 6 1 7 8 5 2 10 4 9 3 	8	239.34	60.88	20.00	62.30	382.51	false
0 6 1 7 8 5 2 4 10 9 3 	8	225.48	60.88	20.00	63.66	370.01	false
0 6 1 7 8 5 2 9 4 10 3 	8	238.94	86.35	35.23	43.43	403.95	false
0 6 1 7 8 5 2 3 4 9 10 	8	252.50	60.88	23.43	55.23	392.04	false
0 6 1 7 8 2 3 10 4 5 9 	6	136.64	60.88	44.60	99.18	341.29	true
0 6 1 7 8 2 3 10 4 5 9 	8	243.10	60.88	20.00	55.75	379.72	false
0 6 1 7 8 2 3 4 10 5 9 	8	246.74	60.88	20.00	77.64	405.26	false
0 6 1 7 8 2 3 5 4 10 9 	8	264.05	60.88	20.52	55.23	400.67	false
0 6 1 7 8 2 3 9 4 5 10 	8	259.89	86.35	35.23	40.52	421.99	false
0 6 1 7 8 2 10 3 4 5 9 	8	229.93	60.88	27.07	55.75	373.63	false
0 6 1 7 8 2 10 4 3 5 9 	8	226.50	60.88	20.52	84.61	392.50	false
0 6 1 7 8 2 10 5 4 3 9 	8	232.52	60.88	20.52	62.30	376.22	false
0 6 1 7 8 2 10 9 4 5 3 	8	258.12	86.35	35.23	47.59	427.30	false
0 6 1 7 8 2 4 10 3 5 9 	8	212.64	60.88	23.43	84.61	381.56	false
0 6 1 7 8 2 4 3 10 5 9 	8	219.72	60.88	23.43	77.64	381.67	false
0 6 1 7 8 2 4 5 3 10 9 	8	213.16	60.88	26.02	63.66	363.71	false
0 6 1 7 8 2 4 9 3 5 10 	8	227.87	94.92	40.22	49.45	412.47	false
0 6 1 7 8 2 5 10 4 3 9 	8	207.26	60.88	20.00	62.30	350.44	false
0 6 1 7 8 2 5 4 10 3 9 	8	201.76	60.88	20.00	63.66	346.29	false
0 6 1 7 8 2 5 3 4 10 9 	8	225.62	60.88	23.43	55.23	365.16	false
0 6 1 7 8 2 5 9 4 3 10 	8	234.38	86.35	35.23	43.43	399.39	false
0 6 1 7 8 2 9 10 4 5 3 	8	257.73	86.35	20.00	47.59	411.67	false
0 6 1 7 8 2 9 4 10 5 3 	8	241.33	94.92	20.00	49.45	405.70	false
0 6 1 7 8 2 9 5 4 10 3 	8	259.25	86.35	20.52	43.43	409.55	false
0 6 1 7 8 2 9 3 4 5 10 	8	246.33	86.35	23.43	40.52	396.63	false
0 6 1 7 3 8 9 10 4 5 2 	5	131.66	60.88	23.43	134.04	350.01	false
0 6 1 7 10 8 3 9 4 5 2 	5	132.80	60.88	20.00	141.12	354.80	false
0 6 1 7 4 8 3 10 9 5 2 	5	112.90	60.88	20.00	152.56	346.33	false
0 6 1 7 5 8 3 10 4 9 2 	5	124.49	60.88	20.52	137.13	343.02	true
